Chidamber-Kemerer metrics,Sat, 15 May 2021 14:43:26 EEST
Class,CBO,DIT,LCOM,NOC,RFC,WMC
"dagkalis.georgios.selectablerecyclerview.SelectableRecyclerViewAdapter",0,2,1,0,41,30

